"event","time","replicate","compartment","state","abundance"
"alt_2",362,5,"nuclear","processed",3179.4828
"alt_2",362,5,"cytoplasmic","unprocessed",8.9814
"alt_2",362,5,"cytoplasmic","processed",5475.6402
"alt_3",322,1,"nuclear","unprocessed",303.009
"alt_3",322,1,"nuclear","processed",5188.6193
"alt_3",322,1,"cytoplasmic","unprocessed",18.8293
"alt_3",322,1,"cytoplasmic","processed",2515.5771
"alt_3",322,2,"nuclear","unprocessed",326.8863
"alt_3",322,2,"nuclear","processed",4478.5703
"alt_3",322,2,"cytoplasmic","unprocessed",22.7688
"alt_3",322,2,"cytoplasmic","processed",2573.1791
"alt_3",322,3,"nuclear","unprocessed",329.1643
"alt_3",322,3,"nuclear","processed",4586.1431
"alt_3",322,3,"cytoplasmic","unprocessed",24.3568
"alt_3",322,3,"cytoplasmic","processed",2655.7405
"alt_3",322,4,"nuclear","unprocessed",284.9647
"alt_3",322,4,"nuclear","processed",4946.7497
"alt_3",322,4,"cytoplasmic","unprocessed",22.8462
"alt_3",322,4,"cytoplasmic","processed",2581.2465
"alt_3",322,5,"nuclear","unprocessed",351.7017
"alt_3",322,5,"nuclear","processed",4536.5924
"alt_3",322,5,"cytoplasmic","unprocessed",20.2247
"alt_3",322,5,"cytoplasmic","processed",2680.5664
"alt_3",332,1,"nuclear","unprocessed",360.6191
"alt_3",332,1,"nuclear","processed",5057.5715
"alt_3",332,1,"cytoplasmic","unprocessed",20.5516
"alt_3",332,1,"cytoplasmic","processed",2760.7368
"alt_3",332,2,"nuclear","unprocessed",315.8266
"alt_3",332,2,"nuclear","processed",4489.4905
"alt_3",332,2,"cytoplasmic","unprocessed",22.014
"alt_3",332,2,"cytoplasmic","processed",2749.3829
"alt_3",332,3,"nuclear","unprocessed",377.3196
"alt_3",332,3,"nuclear","processed",4218.1153
"alt_3",332,3,"cytoplasmic","unprocessed",21.955
"alt_3",332,3,"cytoplasmic","processed",2757.4422
"alt_3",332,4,"nuclear","unprocessed",301.5193
"alt_3",332,4,"nuclear","processed",4706.237
"alt_3",332,4,"cytoplasmic","unprocessed",19.9269
"alt_3",332,4,"cytoplasmic","processed",2875.4175
"alt_3",332,5,"nuclear","unprocessed",369.0657
"alt_3",332,5,"nuclear","processed",4916.0116
"alt_3",332,5,"cytoplasmic","unprocessed",20.0526
"alt_3",332,5,"cytoplasmic","processed",2731.9637
"alt_3",342,1,"nuclear","unprocessed",58.0718
"alt_3",342,1,"nuclear","processed",5582.971
"alt_3",342,1,"cytoplasmic","unprocessed",4.8052
"alt_3",342,1,"cytoplasmic","processed",2772.2398
"alt_3",342,2,"nuclear","unprocessed",54.9974
"alt_3",342,2,"nuclear","processed",4373.468
"alt_3",342,2,"cytoplasmic","unprocessed",5.3321
"alt_3",342,2,"cytoplasmic","processed",2841.6459
"alt_3",342,3,"nuclear","unprocessed",56.5742
"alt_3",342,3,"nuclear","processed",4532.9122
"alt_3",342,3,"cytoplasmic","unprocessed",5.7463
"alt_3",342,3,"cytoplasmic","processed",2834.7793
"alt_3",342,4,"nuclear","unprocessed",48.4104
"alt_3",342,4,"nuclear","processed",4346.9745
"alt_3",342,4,"cytoplasmic","unprocessed",4.5431
"alt_3",342,4,"cytoplasmic","processed",2862.9571
"alt_3",342,5,"nuclear","unprocessed",65.6848
"alt_3",342,5,"nuclear","processed",4807.3274
"alt_3",342,5,"cytoplasmic","unprocessed",5.0845
"alt_3",342,5,"cytoplasmic","processed",2805.7535
"alt_3",352,1,"nuclear","unprocessed",8.9545
"alt_3",352,1,"nuclear","processed",4895.8531
"alt_3",352,1,"cytoplasmic","unprocessed",0.7372
"alt_3",352,1,"cytoplasmic","processed",2763.5407
"alt_3",352,2,"nuclear","unprocessed",9.9748
"alt_3",352,2,"nuclear","processed",4075.3506
"alt_3",352,2,"cytoplasmic","unprocessed",1.0011
"alt_3",352,2,"cytoplasmic","processed",2857.2787
"alt_3",352,3,"nuclear","unprocessed",12.3931
"alt_3",352,3,"nuclear","processed",4442.4577
"alt_3",352,3,"cytoplasmic","unprocessed",1.1843
"alt_3",352,3,"cytoplasmic","processed",2734.4352
"alt_3",352,4,"nuclear","unprocessed",7.068
"alt_3",352,4,"nuclear","processed",4111.4929
"alt_3",352,4,"cytoplasmic","unprocessed",0.6513
"alt_3",352,4,"cytoplasmic","processed",2828.9548
"alt_3",352,5,"nuclear","unprocessed",13.9835
"alt_3",352,5,"nuclear","processed",4323.2676
"alt_3",352,5,"cytoplasmic","unprocessed",1.0906
"alt_3",352,5,"cytoplasmic","processed",2849.6569
"alt_3",362,1,"nuclear","unprocessed",1.4639
"alt_3",362,1,"nuclear","processed",4480.8712
"alt_3",362,1,"cytoplasmic","unprocessed",0.1302
"alt_3",362,1,"cytoplasmic","processed",2778.6083
"alt_3",362,2,"nuclear","unprocessed",1.6651
"alt_3",362,2,"nuclear","processed",3755.4685
"alt_3",362,2,"cytoplasmic","unprocessed",0.1552
"alt_3",362,2,"cytoplasmic","processed",2778.8977
"alt_3",362,3,"nuclear","unprocessed",2.0348
"alt_3",362,3,"nuclear","processed",3801.5758
"alt_3",362,3,"cytoplasmic","unprocessed",0.176
"alt_3",362,3,"cytoplasmic","processed",2633.5562
"alt_3",362,4,"nuclear","unprocessed",1.0064
"alt_3",362,4,"nuclear","processed",4097.8353
"alt_3",362,4,"cytoplasmic","unprocessed",0.1062
"alt_3",362,4,"cytoplasmic","processed",2854.8203
"alt_3",362,5,"nuclear","unprocessed",2.7294
"alt_3",362,5,"nuclear","processed",4240.4455
"alt_3",362,5,"cytoplasmic","unprocessed",0.1857
"alt_3",362,5,"cytoplasmic","processed",2810.9283
"alt_4",322,1,"nuclear","unprocessed",348.3222
"alt_4",322,1,"nuclear","processed",2737.4491
"alt_4",322,1,"cytoplasmic","unprocessed",11.8019
"alt_4",322,1,"cytoplasmic","processed",1966.2052
"alt_4",322,2,"nuclear","unprocessed",428.3131
"alt_4",322,2,"nuclear","processed",2305.5157
"alt_4",322,2,"cytoplasmic","unprocessed",13.7604
"alt_4",322,2,"cytoplasmic","processed",2002.1241
"alt_4",322,3,"nuclear","unprocessed",327.4238
"alt_4",322,3,"nuclear","processed",2427.2123
"alt_4",322,3,"cytoplasmic","unprocessed",15.0069
"alt_4",322,3,"cytoplasmic","processed",1759.0579
"alt_4",322,4,"nuclear","unprocessed",326.3363
"alt_4",322,4,"nuclear","processed",2871.5592
"alt_4",322,4,"cytoplasmic","unprocessed",12.1765
"alt_4",322,4,"cytoplasmic","processed",1898.0657
"alt_4",322,5,"nuclear","unprocessed",370.0052
"alt_4",322,5,"nuclear","processed",2487.0613
"alt_4",322,5,"cytoplasmic","unprocessed",11.017
"alt_4",322,5,"cytoplasmic","processed",2174.6624
"alt_4",332,1,"nuclear","unprocessed",361.0804
"alt_4",332,1,"nuclear","processed",2607.5761
"alt_4",332,1,"cytoplasmic","unprocessed",12.7449
"alt_4",332,1,"cytoplasmic","processed",1818.0006
"alt_4",332,2,"nuclear","unprocessed",411.3433
"alt_4",332,2,"nuclear","processed",2463.6386
"alt_4",332,2,"cytoplasmic","unprocessed",12.5738
"alt_4",332,2,"cytoplasmic","processed",1923.88
"alt_4",332,3,"nuclear","unprocessed",348.5141
"alt_4",332,3,"nuclear","processed",2620.296
"alt_4",332,3,"cytoplasmic","unprocessed",13.3917
"alt_4",332,3,"cytoplasmic","processed",1726.3322
"alt_4",332,4,"nuclear","unprocessed",356.6476
"alt_4",332,4,"nuclear","processed",2861.3878
"alt_4",332,4,"cytoplasmic","unprocessed",10.317
"alt_4",332,4,"cytoplasmic","processed",1867.5986
"alt_4",332,5,"nuclear","unprocessed",371.6974
"alt_4",332,5,"nuclear","processed",2542.9544
"alt_4",332,5,"cytoplasmic","unprocessed",11.5846
"alt_4",332,5,"cytoplasmic","processed",2150.809
"alt_4",342,1,"nuclear","unprocessed",43.7315
"alt_4",342,1,"nuclear","processed",2081.1956
"alt_4",342,1,"cytoplasmic","unprocessed",3.6383
"alt_4",342,1,"cytoplasmic","processed",1787.9165
"alt_4",342,2,"nuclear","unprocessed",58.5198
"alt_4",342,2,"nuclear","processed",2096.2243
"alt_4",342,2,"cytoplasmic","unprocessed",4.5208
"alt_4",342,2,"cytoplasmic","processed",1866.3809
"alt_4",342,3,"nuclear","unprocessed",44.0673
"alt_4",342,3,"nuclear","processed",2224.349
"alt_4",342,3,"cytoplasmic","unprocessed",3.8968
"alt_4",342,3,"cytoplasmic","processed",1681.1162
"alt_4",342,4,"nuclear","unprocessed",38.0451
"alt_4",342,4,"nuclear","processed",2456.189
"alt_4",342,4,"cytoplasmic","unprocessed",2.8107
"alt_4",342,4,"cytoplasmic","processed",2085.7098
"alt_4",342,5,"nuclear","unprocessed",47.1054
"alt_4",342,5,"nuclear","processed",2208.9767
"alt_4",342,5,"cytoplasmic","unprocessed",3.3166
"alt_4",342,5,"cytoplasmic","processed",2025.8839
"alt_4",352,1,"nuclear","unprocessed",4.9181
"alt_4",352,1,"nuclear","processed",1887.2534
"alt_4",352,1,"cytoplasmic","unprocessed",0.5374
"alt_4",352,1,"cytoplasmic","processed",1594.1099
"alt_4",352,2,"nuclear","unprocessed",8.1393
"alt_4",352,2,"nuclear","processed",1759.3761
"alt_4",352,2,"cytoplasmic","unprocessed",0.6912
"alt_4",352,2,"cytoplasmic","processed",1656.3369
"alt_4",352,3,"nuclear","unprocessed",4.8782
"alt_4",352,3,"nuclear","processed",1656.5532
"alt_4",352,3,"cytoplasmic","unprocessed",0.5622
"alt_4",352,3,"cytoplasmic","processed",1439.4308
"alt_4",352,4,"nuclear","unprocessed",4.0819
"alt_4",352,4,"nuclear","processed",1779.8
"alt_4",352,4,"cytoplasmic","unprocessed",0.3912
"alt_4",352,4,"cytoplasmic","processed",1577.3074
"alt_4",352,5,"nuclear","unprocessed",4.7735
"alt_4",352,5,"nuclear","processed",1695.6615
"alt_4",352,5,"cytoplasmic","unprocessed",0.394
"alt_4",352,5,"cytoplasmic","processed",1709.2547
"alt_4",362,1,"nuclear","unprocessed",0.6219
"alt_4",362,1,"nuclear","processed",1107.8475
"alt_4",362,1,"cytoplasmic","unprocessed",0.0676
"alt_4",362,1,"cytoplasmic","processed",1296.978
"alt_4",362,2,"nuclear","unprocessed",1.1469
"alt_4",362,2,"nuclear","processed",1230.9633
"alt_4",362,2,"cytoplasmic","unprocessed",0.1051
"alt_4",362,2,"cytoplasmic","processed",1524.3985
"alt_4",362,3,"nuclear","unprocessed",0.5985
"alt_4",362,3,"nuclear","processed",1158.2699
"alt_4",362,3,"cytoplasmic","unprocessed",0.0669
"alt_4",362,3,"cytoplasmic","processed",1322.4376
"alt_4",362,4,"nuclear","unprocessed",0.4402
"alt_4",362,4,"nuclear","processed",1361.9777
"alt_4",362,4,"cytoplasmic","unprocessed",0.0407
"alt_4",362,4,"cytoplasmic","processed",1466.8932
"alt_4",362,5,"nuclear","unprocessed",0.5413
"alt_4",362,5,"nuclear","processed",1137.402
"alt_4",362,5,"cytoplasmic","unprocessed",0.0478
"alt_4",362,5,"cytoplasmic","processed",1389.7599
"null_1",322,1,"nuclear","unprocessed",150.2522
"null_1",322,1,"nuclear","processed",2856.0072
"null_1",322,1,"cytoplasmic","unprocessed",22.9128
"null_1",322,1,"cytoplasmic","processed",98.9793
"null_1",322,2,"nuclear","unprocessed",171.618
"null_1",322,2,"nuclear","processed",2557.6987
"null_1",322,2,"cytoplasmic","unprocessed",23.6638
"null_1",322,2,"cytoplasmic","processed",128.2273
"null_1",322,3,"nuclear","unprocessed",161.3787
"null_1",322,3,"nuclear","processed",2623.5412
"null_1",322,3,"cytoplasmic","unprocessed",20.0823
"null_1",322,3,"cytoplasmic","processed",102.9645
"null_1",322,4,"nuclear","unprocessed",163.6927
"null_1",322,4,"nuclear","processed",2488.9578
"null_1",322,4,"cytoplasmic","unprocessed",22.9534
"null_1",322,4,"cytoplasmic","processed",99.243
"null_1",322,5,"nuclear","unprocessed",168.9751
"null_1",322,5,"nuclear","processed",2357.7642
"null_1",322,5,"cytoplasmic","unprocessed",24.0622
"null_1",322,5,"cytoplasmic","processed",103.3301
"null_1",332,1,"nuclear","unprocessed",152.7869
"null_1",332,1,"nuclear","processed",2820.5467
"null_1",332,1,"cytoplasmic","unprocessed",22.3448
"null_1",332,1,"cytoplasmic","processed",113.5185
"null_1",332,2,"nuclear","unprocessed",172.5811
"null_1",332,2,"nuclear","processed",2250.0325
"null_1",332,2,"cytoplasmic","unprocessed",25.0966
"null_1",332,2,"cytoplasmic","processed",121.9309
"null_1",332,3,"nuclear","unprocessed",157.5885
"null_1",332,3,"nuclear","processed",2889.3022
"null_1",332,3,"cytoplasmic","unprocessed",19.3731
"null_1",332,3,"cytoplasmic","processed",107.8297
"null_1",332,4,"nuclear","unprocessed",168.9655
"null_1",332,4,"nuclear","processed",2547.515
"null_1",332,4,"cytoplasmic","unprocessed",23.8393
"null_1",332,4,"cytoplasmic","processed",100.6614
"null_1",332,5,"nuclear","unprocessed",176.7533
"null_1",332,5,"nuclear","processed",2546.8351
"null_1",332,5,"cytoplasmic","unprocessed",25.2299
"null_1",332,5,"cytoplasmic","processed",109.9711
"null_1",342,1,"nuclear","unprocessed",19.7616
"null_1",342,1,"nuclear","processed",2639.8219
"null_1",342,1,"cytoplasmic","unprocessed",5.115
"null_1",342,1,"cytoplasmic","processed",95.1574
"null_1",342,2,"nuclear","unprocessed",22.5306
"null_1",342,2,"nuclear","processed",2364.8091
"null_1",342,2,"cytoplasmic","unprocessed",6.4419
"null_1",342,2,"cytoplasmic","processed",121.1308
"null_1",342,3,"nuclear","unprocessed",21.3846
"null_1",342,3,"nuclear","processed",2593.4147
"null_1",342,3,"cytoplasmic","unprocessed",4.6127
"null_1",342,3,"cytoplasmic","processed",86.9976
"null_1",342,4,"nuclear","unprocessed",20.7707
"null_1",342,4,"nuclear","processed",2323.8869
"null_1",342,4,"cytoplasmic","unprocessed",5.4345
"null_1",342,4,"cytoplasmic","processed",100.627
"null_1",342,5,"nuclear","unprocessed",25.4103
"null_1",342,5,"nuclear","processed",2407.5395
"null_1",342,5,"cytoplasmic","unprocessed",6.7683
"null_1",342,5,"cytoplasmic","processed",101.5174
"null_1",352,1,"nuclear","unprocessed",2.6521
"null_1",352,1,"nuclear","processed",2261.2322
"null_1",352,1,"cytoplasmic","unprocessed",0.7052
"null_1",352,1,"cytoplasmic","processed",103.2605
"null_1",352,2,"nuclear","unprocessed",2.8294
"null_1",352,2,"nuclear","processed",1942.4275
"null_1",352,2,"cytoplasmic","unprocessed",0.9646
"null_1",352,2,"cytoplasmic","processed",117.7421
"null_1",352,3,"nuclear","unprocessed",3.0453
"null_1",352,3,"nuclear","processed",2466.1598
"null_1",352,3,"cytoplasmic","unprocessed",0.648
"null_1",352,3,"cytoplasmic","processed",100.5139
"null_1",352,4,"nuclear","unprocessed",2.9973
"null_1",352,4,"nuclear","processed",2167.6706
"null_1",352,4,"cytoplasmic","unprocessed",0.801
"null_1",352,4,"cytoplasmic","processed",82.7285
"null_1",352,5,"nuclear","unprocessed",3.8025
"null_1",352,5,"nuclear","processed",2240.1821
"null_1",352,5,"cytoplasmic","unprocessed",1.0443
"null_1",352,5,"cytoplasmic","processed",98.4205
"null_1",362,1,"nuclear","unprocessed",0.3357
"null_1",362,1,"nuclear","processed",2219.9303
"null_1",362,1,"cytoplasmic","unprocessed",0.0949
"null_1",362,1,"cytoplasmic","processed",96.4645
"null_1",362,2,"nuclear","unprocessed",0.4476
"null_1",362,2,"nuclear","processed",2074.8206
"null_1",362,2,"cytoplasmic","unprocessed",0.1265
"null_1",362,2,"cytoplasmic","processed",104.6618
"null_1",362,3,"nuclear","unprocessed",0.429
"null_1",362,3,"nuclear","processed",2324.0555
"null_1",362,3,"cytoplasmic","unprocessed",0.0881
"null_1",362,3,"cytoplasmic","processed",88.4402
"null_1",362,4,"nuclear","unprocessed",0.3858
"null_1",362,4,"nuclear","processed",2045.7111
"null_1",362,4,"cytoplasmic","unprocessed",0.1099
"null_1",362,4,"cytoplasmic","processed",83.6072
"null_1",362,5,"nuclear","unprocessed",0.5687
"null_1",362,5,"nuclear","processed",1993.6416
"null_1",362,5,"cytoplasmic","unprocessed",0.1626
"null_1",362,5,"cytoplasmic","processed",95.6942
"null_2",322,1,"nuclear","unprocessed",1219.8003
"null_2",322,1,"nuclear","processed",6373.387
"null_2",322,1,"cytoplasmic","unprocessed",63.1781
"null_2",322,1,"cytoplasmic","processed",7732.5791
"null_2",322,2,"nuclear","unprocessed",1026.454
"null_2",322,2,"nuclear","processed",6425.6604
"null_2",322,2,"cytoplasmic","unprocessed",52.7356
"null_2",322,2,"cytoplasmic","processed",7514.3583
"null_2",322,3,"nuclear","unprocessed",1044.5694
"null_2",322,3,"nuclear","processed",6746.568
"null_2",322,3,"cytoplasmic","unprocessed",57.8212
"null_2",322,3,"cytoplasmic","processed",6406.2328
"null_2",322,4,"nuclear","unprocessed",1004.7729
"null_2",322,4,"nuclear","processed",5907.4593
